titulo,especificacoes,categoria,caracteristicas,vantagens,sobre o produto,imagem,link
Joelho Macho Terminal,SCB: 97477 | Embalagem: 10 | Bitola: DN 16 x 1/2 | SCB: 97478 | Embalagem: 10 | Bitola: DN 20 x 1/2 | SCB: 97782 | Embalagem: 10 | Bitola: DN 25 x 1/2 | SCB: 97556 | Embalagem: 10 | Bitola: DN 32 x 1/2 | ,produtos|predial|agua-quente|amanco-pex|joelho-macho-terminal,"Tubos nos diâmetros de DN 16, 20, 25 e 32 mm,Bobinas de 50 m (para 25 e 32 mm) e 100 m (para 16 e 20 mm),Conexões com roscas NBR NM ISO 7-1","Tubulação maleável: Os tubos Amanco PEX permitem que sejam feitas curvas, diminuindo a quantidade de conexões,Facilidade de instalação, pois permite manuseio rápido e instalações ponto a ponto,Utilização de diâmetros menores, se comparado a sistemas convencionais de instalações hidráulicas (PPR, CPVC e PVC),Instalação que permite fácil manutenção e redução de entulho  já que não necessita de quebra de parede,Leveza que facilita tanto o transporte das bobinas assim como estocagem,Diminuição do desperdício durante instalação,Alta resistência química e à corrosão,Baixa perda calorífica,É compatível com vários métodos construtivos (drywall, alvenaria convencional e estrutural).","O Amanco PEX Monocamada atende instalações hidráulicas prediais de água quente e fria. O sistema utiliza bobinas de tubos em polietileno reticulado e conexões metálicas do tipo anel deslizantes (slide fi) com corpo constituído de latão, altamente resistente a ataques químicos.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2838/medium_JOELHO-MACHO-TERMINAL-SCB-97477-97478-97782-97556-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-pex/joelho-macho-terminal
Joelho Fêmea Terminal,SCB: 97473 | Embalagem: 10 | Bitola: DN 16 x 1/2 | SCB: 97474 | Embalagem: 10 | Bitola: DN 20 x 1/2 | SCB: 97475 | Embalagem: 10 | Bitola: DN 20 x 3/4 | SCB: 97476 | Embalagem: 10 | Bitola: DN 25 x 3/4 | ,produtos|predial|agua-quente|amanco-pex|joelho-femea-terminal,"Tubos nos diâmetros de DN 16, 20, 25 e 32 mm,Bobinas de 50 m (para 25 e 32 mm) e 100 m (para 16 e 20 mm),Conexões com roscas NBR NM ISO 7-1","Tubulação maleável: Os tubos Amanco PEX permitem que sejam feitas curvas, diminuindo a quantidade de conexões,Facilidade de instalação, pois permite manuseio rápido e instalações ponto a ponto,Utilização de diâmetros menores, se comparado a sistemas convencionais de instalações hidráulicas (PPR, CPVC e PVC),Instalação que permite fácil manutenção e redução de entulho  já que não necessita de quebra de parede,Leveza que facilita tanto o transporte das bobinas assim como estocagem,Diminuição do desperdício durante instalação,Alta resistência química e à corrosão,Baixa perda calorífica,É compatível com vários métodos construtivos (drywall, alvenaria convencional e estrutural).","O Amanco PEX Monocamada atende instalações hidráulicas prediais de água quente e fria. O sistema utiliza bobinas de tubos em polietileno reticulado e conexões metálicas do tipo anel deslizantes (slide fi) com corpo constituído de latão, altamente resistente a ataques químicos.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2837/medium_JOELHO-FEMEA-TERMINAL-SCB-97473-97474-97475-97476-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-pex/joelho-femea-terminal
Joelho Fêmea Removível,SCB: 98603 | Embalagem: 2 | Bitola: DN 16 x 1/2 | SCB: 98604 | Embalagem: 2 | Bitola: DN 20 x 1/2 | ,produtos|predial|agua-quente|amanco-pex|joelho-femea-removivel,"Tubos nos diâmetros de DN 16, 20, 25 e 32 mm,Bobinas de 50 m (para 25 e 32 mm) e 100 m (para 16 e 20 mm),Conexões com roscas NBR NM ISO 7-1","Tubulação maleável: Os tubos Amanco PEX permitem que sejam feitas curvas, diminuindo a quantidade de conexões,Facilidade de instalação, pois permite manuseio rápido e instalações ponto a ponto,Utilização de diâmetros menores, se comparado a sistemas convencionais de instalações hidráulicas (PPR, CPVC e PVC),Instalação que permite fácil manutenção e redução de entulho  já que não necessita de quebra de parede,Leveza que facilita tanto o transporte das bobinas assim como estocagem,Diminuição do desperdício durante instalação,Alta resistência química e à corrosão,Baixa perda calorífica,É compatível com vários métodos construtivos (drywall, alvenaria convencional e estrutural).","O Amanco PEX Monocamada atende instalações hidráulicas prediais de água quente e fria. O sistema utiliza bobinas de tubos em polietileno reticulado e conexões metálicas do tipo anel deslizantes (slide fi) com corpo constituído de latão, altamente resistente a ataques químicos.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2836/medium_JOELHO-FEMEA-REMOVIVEL-SCB-98603-98604-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-pex/joelho-femea-removivel
Joelho 90° Porca Louca,"SCB: 14718 | CCB: 14743 | Embalagem: 5 | Bitola: DN 20 x 1/2"" | SCB: 14719 | CCB: 14744 | Embalagem: 5 | Bitola: DN 25 x 1"" | SCB: 14720 | CCB: 14745 | Embalagem: 5 | Bitola: DN 32 x 1 1/4"" | ",produtos|predial|agua-quente|amanco-ppr|joelho-90-porca-louca,"Sistema composto por tubos com comprimentos comerciais de 3 metros,Permitem a realização de instalações hidráulicas das mais variadas formas,Excelente resultado no tempo de aplicação. Junção por termofusão.","Suporta maiores temperaturas,Material atóxico,Livre de corrosão,Sem incrustações,Maior isolamento acústico,Resistência a impactos,Reciclável,Melhor custo-benefício,Maior produtividade,Não requer isolamento térmico,Garantia total das juntas,Limpeza da instalação,Otimização de projeto,Maior flxibilidade","Os tubos e conexões Amanco PPR são uma solução para condução de água quente e fria em instalações hidráulicas.São fabricados com um material inovador e de última geração, o Polipropileno Copolímero Random - tipo 3.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2780/medium_JOELHO-90-PORCA-LOUCA-14743-14744-14745-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-ppr/joelho-90-porca-louca
Joelho 90° Soquete,CCB: 98204 | Embalagem: 5 | Bitola: DN 15 | CCB: 98205 | Embalagem: 5 | Bitola: DN 22 | ,produtos|predial|agua-quente|amanco-flextemp|joelho-90-soquete,"Tubos em polibutileno e conexões por Push-Fit que garantem praticidade e rapidez na instalação de sistemas de condução de água quente e fria,Manutenção fácil e sem perda de tubos e conexões,Diâmetros e metragens de bobina: DN 15 com bobina de 100 m, DN 22 e DN 28 com bobina de 50 m,Atende a uma pressão de serviço 80 m.c.a,Temperatura máxima de trabalho: 70° C.","Economia,Qualidade Comprovada,Flexibilidade dos Tubos,Durabilidade,Segurança das Juntas.","A linha Amanco Flextemp é um sistema de tubulação flexivel com tecnologia inovadora desenvolvida para instalações prediais de água quente e fria sob pressão. A linha pode ser utilizada em instalações comerciais e residencias, com sistema de engate rápido tipo Push fit (click), o que garante a produtividade da instalação.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2869/medium_JOELHO-90-SOQUETE-98204-98205-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-flextemp/joelho-90-soquete
Joelho Base Fixa,"CCB: 99341 | Embalagem: 1 | Bitola: DN 15 x 1/2"" | CCB: 99342 | Embalagem: 1 | Bitola: DN 22 x 1/2"" | ",produtos|predial|agua-quente|amanco-flextemp|joelho-base-fixa,"Tubos em polibutileno e conexões por Push-Fit que garantem praticidade e rapidez na instalação de sistemas de condução de água quente e fria,Manutenção fácil e sem perda de tubos e conexões,Diâmetros e metragens de bobina: DN 15 com bobina de 100 m, DN 22 e DN 28 com bobina de 50 m,Atende a uma pressão de serviço 80 m.c.a,Temperatura máxima de trabalho: 70° C.","Economia,Qualidade Comprovada,Flexibilidade dos Tubos,Durabilidade,Segurança das Juntas.","A linha Amanco Flextemp é um sistema de tubulação flexivel com tecnologia inovadora desenvolvida para instalações prediais de água quente e fria sob pressão. A linha pode ser utilizada em instalações comerciais e residencias, com sistema de engate rápido tipo Push fit (click), o que garante a produtividade da instalação.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3411/medium_JOELHO-BASE-FIXA-2-FUROS-FLEXTEMP-99341-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-flextemp/joelho-base-fixa
Joelho Fêmea Base Fixa Longo,SCB: 97491 | Embalagem: 10 | Bitola: DN 16 x 1/2 | SCB: 97492 | Embalagem: 10 | Bitola: DN 20 x 1/2 | ,produtos|predial|agua-quente|amanco-pex|joelho-femea-base-fixa-longo,"Tubos nos diâmetros de DN 16, 20, 25 e 32 mm,Bobinas de 50 m (para 25 e 32 mm) e 100 m (para 16 e 20 mm),Conexões com roscas NBR NM ISO 7-1","Tubulação maleável: Os tubos Amanco PEX permitem que sejam feitas curvas, diminuindo a quantidade de conexões,Facilidade de instalação, pois permite manuseio rápido e instalações ponto a ponto,Utilização de diâmetros menores, se comparado a sistemas convencionais de instalações hidráulicas (PPR, CPVC e PVC),Instalação que permite fácil manutenção e redução de entulho  já que não necessita de quebra de parede,Leveza que facilita tanto o transporte das bobinas assim como estocagem,Diminuição do desperdício durante instalação,Alta resistência química e à corrosão,Baixa perda calorífica,É compatível com vários métodos construtivos (drywall, alvenaria convencional e estrutural).","O Amanco PEX Monocamada atende instalações hidráulicas prediais de água quente e fria. O sistema utiliza bobinas de tubos em polietileno reticulado e conexões metálicas do tipo anel deslizantes (slide fi) com corpo constituído de latão, altamente resistente a ataques químicos.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2834/medium_JOELHO-FEMEA-BASE-FIXA-LONGO-97491-97492-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-pex/joelho-femea-base-fixa-longo
Joelho Base Fixa Longo 3 Pernas,"SCB: 99767 | Embalagem: 10 | Bitola: DN 16 x 1/2"" | SCB: 99768 | Embalagem: 10 | Bitola: DN 20 X 1/2"" | SCB: 99769 | Embalagem: 10 | Bitola: DN 20 X 3/4"" | ",produtos|predial|agua-quente|amanco-pex|joelho-base-fixa-longo-3-pernas,"Tubos nos diâmetros de DN 16, 20, 25 e 32 mm,Bobinas de 50 m (para 25 e 32 mm) e 100 m (para 16 e 20 mm),Conexões com roscas NBR NM ISO 7-1","Tubulação maleável: Os tubos Amanco PEX permitem que sejam feitas curvas, diminuindo a quantidade de conexões,Facilidade de instalação, pois permite manuseio rápido e instalações ponto a ponto,Utilização de diâmetros menores, se comparado a sistemas convencionais de instalações hidráulicas (PPR, CPVC e PVC),Instalação que permite fácil manutenção e redução de entulho já que não necessita de quebra de parede,Leveza que facilita tanto o transporte das bobinas assim como estocagem,Diminuição do desperdício durante instalação,Alta resistência química e à corrosão,Baixa perda calorífica,É compatível com vários métodos construtivos (drywall, alvenaria convencional e estrutural).","O Amanco PEX Monocamada atende instalações hidráulicas prediais de água quente e fria. O sistema utiliza bobinas de tubos em polietileno reticulado e conexões metálicas do tipo anel deslizantes (slide fi) com corpo constituído de latão, altamente resistente a ataques químicos.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3401/medium_JOELHO-F-BASE-FIXA-LGO-3P-PEX-CCB-99768-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-pex/joelho-base-fixa-longo-3-pernas
Joelho Fêmea Móvel,SCB: 97489 | Embalagem: 10 | Bitola: DN 16 x 1/2 | SCB: 97490 | Embalagem: 10 | Bitola: DN 20 x 3/4 | ,produtos|predial|agua-quente|amanco-pex|joelho-femea-movel,"Tubos nos diâmetros de DN 16, 20, 25 e 32 mm,Bobinas de 50 m (para 25 e 32 mm) e 100 m (para 16 e 20 mm),Conexões com roscas NBR NM ISO 7-1","Tubulação maleável: Os tubos Amanco PEX permitem que sejam feitas curvas, diminuindo a quantidade de conexões,Facilidade de instalação, pois permite manuseio rápido e instalações ponto a ponto,Utilização de diâmetros menores, se comparado a sistemas convencionais de instalações hidráulicas (PPR, CPVC e PVC),Instalação que permite fácil manutenção e redução de entulho  já que não necessita de quebra de parede,Leveza que facilita tanto o transporte das bobinas assim como estocagem,Diminuição do desperdício durante instalação,Alta resistência química e à corrosão,Baixa perda calorífica,É compatível com vários métodos construtivos (drywall, alvenaria convencional e estrutural).","O Amanco PEX Monocamada atende instalações hidráulicas prediais de água quente e fria. O sistema utiliza bobinas de tubos em polietileno reticulado e conexões metálicas do tipo anel deslizantes (slide fi) com corpo constituído de latão, altamente resistente a ataques químicos.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2835/medium_JOELHO-FEMEA-MOVEL-SCB-18266-18267-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-pex/joelho-femea-movel
Joelho Base Fixa Plástica,CCB: 99336 | Embalagem: 1 | Bitola: DN 15 x 1/2 | CCB: 99337 | Embalagem: 1 | Bitola: DN 22 x 3/4 | ,produtos|predial|agua-quente|amanco-flextemp|joelho-base-fixa-plastica,"Tubos em polibutileno e conexões por Push-Fit que garantem praticidade e rapidez na instalação de sistemas de condução de água quente e fria,Manutenção fácil e sem perda de tubos e conexões,Diâmetros e metragens de bobina: DN 15 com bobina de 100 m, DN 22 e DN 28 com bobina de 50 m,Atende a uma pressão de serviço 80 m.c.a,Temperatura máxima de trabalho: 70° C.","Economia,Qualidade Comprovada,Flexibilidade dos Tubos,Durabilidade,Segurança das Juntas.","A linha Amanco Flextemp é um sistema de tubulação flexivel com tecnologia inovadora desenvolvida para instalações prediais de água quente e fria sob pressão. A linha pode ser utilizada em instalações comerciais e residencias, com sistema de engate rápido tipo Push fit (click), o que garante a produtividade da instalação.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3271/medium_JOELHO-FEMEA-BASE-FIXA-PLASTICA-FLEXTEMP-99336-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-flextemp/joelho-base-fixa-plastica
Joelho Fêmea Base Fixa,SCB: 97460 | Embalagem: 10 | Bitola: DN 16 x 1/2 | SCB: 97461 | Embalagem: 10 | Bitola: DN 20 x 1/2 | SCB: 98711 | Embalagem: 10 | Bitola: DN 25 x 1/2 | SCB: 97462 | Embalagem: 10 | Bitola: DN 25 x 3/4 | ,produtos|predial|agua-quente|amanco-pex|joelho-femea-base-fixa,"Tubos nos diâmetros de DN 16, 20, 25 e 32 mm,Bobinas de 50 m (para 25 e 32 mm) e 100 m (para 16 e 20 mm),Conexões com roscas NBR NM ISO 7-1","Tubulação maleável: Os tubos Amanco PEX permitem que sejam feitas curvas, diminuindo a quantidade de conexões,Facilidade de instalação, pois permite manuseio rápido e instalações ponto a ponto,Utilização de diâmetros menores, se comparado a sistemas convencionais de instalações hidráulicas (PPR, CPVC e PVC),Instalação que permite fácil manutenção e redução de entulho  já que não necessita de quebra de parede,Leveza que facilita tanto o transporte das bobinas assim como estocagem,Diminuição do desperdício durante instalação,Alta resistência química e à corrosão,Baixa perda calorífica,É compatível com vários métodos construtivos (drywall, alvenaria convencional e estrutural).","O Amanco PEX Monocamada atende instalações hidráulicas prediais de água quente e fria. O sistema utiliza bobinas de tubos em polietileno reticulado e conexões metálicas do tipo anel deslizantes (slide fi) com corpo constituído de latão, altamente resistente a ataques químicos.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2833/medium_JOELHO-FEMA-BASE-FIXA-SCB-97460-97461-98711-97462-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-pex/joelho-femea-base-fixa
Joelho 90° Fêmea/Fêmea com Inserto Metálico,"SCB: 14232 | CCB: 10 | Embalagem: DN 20 x 1/2"" | Bitola: 14233 | SCB: 10 | CCB: DN 25 x 1/2"" | Embalagem: 14234 | Bitola: 5 | SCB: DN 25 x 3/4"" | CCB: 14748 | Embalagem: 10 | Bitola: DN 32 x 3/4"" | SCB: 14492 | CCB: 14749 | Embalagem: 5 | Bitola: DN 32 x 1"" | ",produtos|predial|agua-quente|amanco-ppr|joelho-90-f-f-com-inserto-metalico,"Sistema composto por tubos com comprimentos comerciais de 3 metros,Permitem a realização de instalações hidráulicas das mais variadas formas,Excelente resultado no tempo de aplicação. Junção por termofusão.","Suporta maiores temperaturas,Material atóxico,Livre de corrosão,Sem incrustações,Maior isolamento acústico,Resistência a impactos,Reciclável,Melhor custo-benefício,Maior produtividade,Não requer isolamento térmico,Garantia total das juntas,Limpeza da instalação,Otimização de projeto,Maior flxibilidade","Os tubos e conexões Amanco PPR são uma solução para condução de água quente e fria em instalações hidráulicas.São fabricados com um material inovador e de última geração, o Polipropileno Copolímero Random - tipo 3.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2777/medium_JOELHO-90-F-F-INSERTO-METALICO-14232-14233-14234-14748-14749-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-ppr/joelho-90-f-f-com-inserto-metalico
